Date_Time,Year,Month,Value,Anom,ID,Value_lm,Anom_lm,Units
16-MAY-1963 00:19,1963,5,322.25,319.4,CO2,NA,NA,ppm
16-JUN-1963 00:02,1963,6,321.48,319.32,CO2,NA,NA,ppm
16-JUL-1963 00:07,1963,7,319.74,319.05,CO2,NA,NA,ppm
15-AUG-1963 23:50,1963,8,317.77,319.05,CO2,NA,NA,ppm
15-SEP-1963 23:34,1963,9,316.21,319.14,CO2,NA,NA,ppm
15-OCT-1963 23:38,1963,10,315.99,319.02,CO2,NA,NA,ppm
16-NOV-1963 00:14,1963,11,317.07,318.97,CO2,NA,NA,ppm
16-DEC-1963 00:18,1963,12,318.35,319.13,CO2,NA,NA,ppm
16-JAN-1964 00:08,1964,1,319.57,319.54,CO2,NA,NA,ppm
16-FEB-1964 00:08,1964,2,320.01,319.37,CO2,NA,NA,ppm
15-MAR-1964 23:50,1964,3,320.74,319.41,CO2,NA,NA,ppm
15-APR-1964 23:50,1964,4,321.84,319.45,CO2,NA,NA,ppm
16-MAY-1964 00:08,1964,5,322.26,319.4,CO2,NA,NA,ppm
16-JUN-1964 00:08,1964,6,321.89,319.75,CO2,NA,NA,ppm
16-JUL-1964 00:25,1964,7,320.44,319.77,CO2,NA,NA,ppm
16-AUG-1964 00:25,1964,8,318.69,320,CO2,NA,NA,ppm
16-SEP-1964 00:26,1964,9,316.7,319.66,CO2,NA,NA,ppm
15-OCT-1964 23:50,1964,10,316.87,319.91,CO2,NA,NA,ppm
15-NOV-1964 23:51,1964,11,317.68,319.58,CO2,NA,NA,ppm
16-DEC-1964 00:08,1964,12,318.71,319.49,CO2,NA,NA,ppm
16-JAN-1965 00:02,1965,1,319.44,319.4,CO2,NA,NA,ppm
15-FEB-1965 23:45,1965,2,320.44,319.81,CO2,NA,NA,ppm
15-MAR-1965 23:39,1965,3,320.89,319.59,CO2,NA,NA,ppm
16-APR-1965 00:15,1965,4,322.14,319.78,CO2,NA,NA,ppm
16-MAY-1965 00:19,1965,5,322.17,319.3,CO2,NA,NA,ppm
16-JUN-1965 00:02,1965,6,321.87,319.7,CO2,NA,NA,ppm
16-JUL-1965 00:07,1965,7,321.21,320.51,CO2,NA,NA,ppm
15-AUG-1965 23:50,1965,8,318.87,320.15,CO2,NA,NA,ppm
15-SEP-1965 23:34,1965,9,317.81,320.77,CO2,NA,NA,ppm
15-OCT-1965 23:38,1965,10,317.3,320.36,CO2,NA,NA,ppm
16-NOV-1965 00:14,1965,11,318.87,320.78,CO2,NA,NA,ppm
16-DEC-1965 00:18,1965,12,319.42,320.2,CO2,NA,NA,ppm
16-JAN-1966 00:02,1966,1,320.62,320.59,CO2,NA,NA,ppm
15-FEB-1966 23:45,1966,2,321.6,320.96,CO2,NA,NA,ppm
15-MAR-1966 23:39,1966,3,322.39,321.08,CO2,NA,NA,ppm
16-APR-1966 00:15,1966,4,323.7,321.34,CO2,NA,NA,ppm
16-MAY-1966 00:19,1966,5,324.08,321.2,CO2,NA,NA,ppm
16-JUN-1966 00:02,1966,6,323.75,321.57,CO2,NA,NA,ppm
16-JUL-1966 00:07,1966,7,322.38,321.68,CO2,NA,NA,ppm
15-AUG-1966 23:50,1966,8,320.36,321.65,CO2,NA,NA,ppm
15-SEP-1966 23:34,1966,9,318.64,321.6,CO2,NA,NA,ppm
15-OCT-1966 23:38,1966,10,318.1,321.17,CO2,NA,NA,ppm
16-NOV-1966 00:14,1966,11,319.78,321.7,CO2,NA,NA,ppm
16-DEC-1966 00:18,1966,12,321.03,321.81,CO2,NA,NA,ppm
16-JAN-1967 00:02,1967,1,322.33,322.29,CO2,NA,NA,ppm
15-FEB-1967 23:45,1967,2,322.5,321.86,CO2,NA,NA,ppm
15-MAR-1967 23:39,1967,3,323.04,321.73,CO2,NA,NA,ppm
16-APR-1967 00:15,1967,4,324.42,322.04,CO2,NA,NA,ppm
16-MAY-1967 00:19,1967,5,325,322.12,CO2,NA,NA,ppm
16-JUN-1967 00:02,1967,6,324.09,321.91,CO2,NA,NA,ppm
16-JUL-1967 00:07,1967,7,322.54,321.84,CO2,NA,NA,ppm
15-AUG-1967 23:50,1967,8,320.92,322.21,CO2,NA,NA,ppm
15-SEP-1967 23:34,1967,9,319.25,322.23,CO2,NA,NA,ppm
15-OCT-1967 23:38,1967,10,319.39,322.47,CO2,NA,NA,ppm
16-NOV-1967 00:14,1967,11,320.73,322.65,CO2,NA,NA,ppm
16-DEC-1967 00:18,1967,12,321.96,322.75,CO2,NA,NA,ppm
16-JAN-1968 00:08,1968,1,322.57,322.54,CO2,NA,NA,ppm
16-FEB-1968 00:08,1968,2,323.15,322.51,CO2,NA,NA,ppm
15-MAR-1968 23:50,1968,3,323.89,322.55,CO2,NA,NA,ppm
15-APR-1968 23:50,1968,4,325.02,322.62,CO2,NA,NA,ppm
16-MAY-1968 00:08,1968,5,325.57,322.68,CO2,NA,NA,ppm
16-JUN-1968 00:08,1968,6,325.36,323.19,CO2,NA,NA,ppm
16-JUL-1968 00:25,1968,7,324.14,323.46,CO2,NA,NA,ppm
16-AUG-1968 00:25,1968,8,322.11,323.43,CO2,NA,NA,ppm
16-SEP-1968 00:26,1968,9,320.33,323.32,CO2,NA,NA,ppm
15-OCT-1968 23:50,1968,10,320.25,323.33,CO2,NA,NA,ppm
15-NOV-1968 23:51,1968,11,321.32,323.25,CO2,NA,NA,ppm
16-DEC-1968 00:08,1968,12,322.89,323.69,CO2,NA,NA,ppm
16-JAN-1969 00:02,1969,1,324,323.97,CO2,NA,NA,ppm
15-FEB-1969 23:45,1969,2,324.42,323.77,CO2,NA,NA,ppm
15-MAR-1969 23:39,1969,3,325.63,324.31,CO2,NA,NA,ppm
16-APR-1969 00:15,1969,4,326.66,324.27,CO2,NA,NA,ppm
16-MAY-1969 00:19,1969,5,327.38,324.48,CO2,NA,NA,ppm
16-JUN-1969 00:02,1969,6,326.71,324.51,CO2,NA,NA,ppm
16-JUL-1969 00:07,1969,7,325.88,325.17,CO2,NA,NA,ppm
15-AUG-1969 23:50,1969,8,323.66,324.97,CO2,NA,NA,ppm
15-SEP-1969 23:34,1969,9,322.38,325.37,CO2,NA,NA,ppm
15-OCT-1969 23:38,1969,10,321.78,324.88,CO2,NA,NA,ppm
16-NOV-1969 00:14,1969,11,322.86,324.79,CO2,NA,NA,ppm
16-DEC-1969 00:18,1969,12,324.12,324.91,CO2,NA,NA,ppm
16-JAN-1970 00:02,1970,1,325.06,325.03,CO2,NA,NA,ppm
15-FEB-1970 23:45,1970,2,325.98,325.34,CO2,NA,NA,ppm
15-MAR-1970 23:39,1970,3,326.93,325.61,CO2,NA,NA,ppm
16-APR-1970 00:15,1970,4,328.13,325.74,CO2,NA,NA,ppm
16-MAY-1970 00:19,1970,5,328.08,325.16,CO2,NA,NA,ppm
16-JUN-1970 00:02,1970,6,327.67,325.46,CO2,NA,NA,ppm
16-JUL-1970 00:07,1970,7,326.34,325.63,CO2,NA,NA,ppm
15-AUG-1970 23:50,1970,8,324.69,325.99,CO2,NA,NA,ppm
15-SEP-1970 23:34,1970,9,323.1,326.1,CO2,NA,NA,ppm
15-OCT-1970 23:38,1970,10,323.06,326.18,CO2,NA,NA,ppm
16-NOV-1970 00:14,1970,11,324.01,325.95,CO2,NA,NA,ppm
16-DEC-1970 00:18,1970,12,325.13,325.93,CO2,NA,NA,ppm
16-JAN-1971 00:02,1971,1,326.17,326.14,CO2,NA,NA,ppm
15-FEB-1971 23:45,1971,2,326.68,326.03,CO2,NA,NA,ppm
15-MAR-1971 23:39,1971,3,327.17,325.85,CO2,NA,NA,ppm
16-APR-1971 00:15,1971,4,327.79,325.38,CO2,NA,NA,ppm
16-MAY-1971 00:19,1971,5,328.93,326,CO2,NA,NA,ppm
16-JUN-1971 00:02,1971,6,328.57,326.36,CO2,NA,NA,ppm
16-JUL-1971 00:07,1971,7,327.36,326.65,CO2,NA,NA,ppm
15-AUG-1971 23:50,1971,8,325.43,326.74,CO2,NA,NA,ppm
15-SEP-1971 23:34,1971,9,323.36,326.37,CO2,NA,NA,ppm
15-OCT-1971 23:38,1971,10,323.56,326.69,CO2,NA,NA,ppm
16-NOV-1971 00:14,1971,11,324.8,326.75,CO2,NA,NA,ppm
16-DEC-1971 00:18,1971,12,326.01,326.82,CO2,NA,NA,ppm
16-JAN-1972 00:08,1972,1,326.77,326.73,CO2,NA,NA,ppm
16-FEB-1972 00:08,1972,2,327.63,326.98,CO2,NA,NA,ppm
15-MAR-1972 23:50,1972,3,327.75,326.39,CO2,NA,NA,ppm
15-APR-1972 23:50,1972,4,329.72,327.29,CO2,NA,NA,ppm
16-MAY-1972 00:08,1972,5,330.07,327.14,CO2,NA,NA,ppm
16-JUN-1972 00:08,1972,6,329.09,326.88,CO2,NA,NA,ppm
16-JUL-1972 00:25,1972,7,328.04,327.36,CO2,NA,NA,ppm
16-AUG-1972 00:25,1972,8,326.32,327.67,CO2,NA,NA,ppm
16-SEP-1972 00:26,1972,9,324.84,327.87,CO2,NA,NA,ppm
15-OCT-1972 23:50,1972,10,325.2,328.33,CO2,NA,NA,ppm
15-NOV-1972 23:51,1972,11,326.5,328.45,CO2,NA,NA,ppm
16-DEC-1972 00:08,1972,12,327.55,328.36,CO2,NA,NA,ppm
16-JAN-1973 00:02,1973,1,328.55,328.51,CO2,NA,NA,ppm
15-FEB-1973 23:45,1973,2,329.56,328.91,CO2,NA,NA,ppm
15-MAR-1973 23:39,1973,3,330.3,328.96,CO2,NA,NA,ppm
16-APR-1973 00:15,1973,4,331.5,329.08,CO2,NA,NA,ppm
16-MAY-1973 00:19,1973,5,332.48,329.54,CO2,NA,NA,ppm
16-JUN-1973 00:02,1973,6,332.07,329.84,CO2,NA,NA,ppm
16-JUL-1973 00:07,1973,7,330.87,330.15,CO2,NA,NA,ppm
15-AUG-1973 23:50,1973,8,329.31,330.63,CO2,NA,NA,ppm
15-SEP-1973 23:34,1973,9,327.51,330.55,CO2,NA,NA,ppm
15-OCT-1973 23:38,1973,10,327.18,330.32,CO2,NA,NA,ppm
16-NOV-1973 00:14,1973,11,328.16,330.13,CO2,NA,NA,ppm
16-DEC-1973 00:18,1973,12,328.64,329.45,CO2,NA,NA,ppm
16-JAN-1974 00:02,1974,1,329.35,329.32,CO2,NA,NA,ppm
15-FEB-1974 23:45,1974,2,330.71,330.05,CO2,NA,NA,ppm
15-MAR-1974 23:39,1974,3,331.48,330.14,CO2,NA,NA,ppm
16-APR-1974 00:15,1974,4,332.65,330.22,CO2,NA,NA,ppm
17-MAY-1974 21:00,1974,5,333.18,330.21,CO2,NA,NA,ppm
17-JUN-1974 06:42,1974,6,332.2,329.79,CO2,NA,NA,ppm
17-JUL-1974 17:17,1974,7,331.07,330.21,CO2,NA,NA,ppm
17-AUG-1974 03:00,1974,8,329.15,330.54,CO2,NA,NA,ppm
16-SEP-1974 12:42,1974,9,327.33,330.44,CO2,NA,NA,ppm
16-OCT-1974 23:17,1974,10,327.28,330.53,CO2,NA,NA,ppm
16-NOV-1974 09:00,1974,11,328.31,330.5,CO2,NA,NA,ppm
16-DEC-1974 18:42,1974,12,329.58,330.54,CO2,NA,NA,ppm
16-JAN-1975 05:17,1975,1,330.73,330.84,CO2,NA,NA,ppm
15-FEB-1975 15:00,1975,2,331.46,330.85,CO2,NA,NA,ppm
18-MAR-1975 00:42,1975,3,331.94,330.37,CO2,NA,NA,ppm
17-APR-1975 11:17,1975,4,333.11,330.53,CO2,NA,NA,ppm
17-MAY-1975 21:00,1975,5,333.95,330.98,CO2,NA,NA,ppm
17-JUN-1975 06:42,1975,6,333.42,331.01,CO2,NA,NA,ppm
17-JUL-1975 17:17,1975,7,331.97,331.12,CO2,NA,NA,ppm
17-AUG-1975 03:00,1975,8,329.95,331.33,CO2,NA,NA,ppm
16-SEP-1975 12:42,1975,9,328.5,331.6,CO2,NA,NA,ppm
16-OCT-1975 23:17,1975,10,328.36,331.62,CO2,NA,NA,ppm
16-NOV-1975 09:00,1975,11,329.38,331.57,CO2,NA,NA,ppm
16-DEC-1975 18:42,1975,12,330.77,331.74,CO2,NA,NA,ppm
16-JAN-1976 06:17,1976,1,331.56,331.67,CO2,NA,NA,ppm
15-FEB-1976 18:00,1976,2,332.74,332.14,CO2,NA,NA,ppm
17-MAR-1976 05:42,1976,3,333.36,331.78,CO2,NA,NA,ppm
16-APR-1976 18:17,1976,4,334.74,332.16,CO2,NA,NA,ppm
17-MAY-1976 06:00,1976,5,334.72,331.75,CO2,NA,NA,ppm
16-JUN-1976 17:42,1976,6,333.98,331.56,CO2,NA,NA,ppm
17-JUL-1976 06:17,1976,7,333.08,332.23,CO2,NA,NA,ppm
16-AUG-1976 18:00,1976,8,330.68,332.07,CO2,NA,NA,ppm
16-SEP-1976 05:42,1976,9,328.96,332.07,CO2,NA,NA,ppm
16-OCT-1976 18:17,1976,10,328.72,331.98,CO2,NA,NA,ppm
16-NOV-1976 06:00,1976,11,330.16,332.35,CO2,NA,NA,ppm
16-DEC-1976 17:42,1976,12,331.62,332.59,CO2,NA,NA,ppm
16-JAN-1977 05:17,1977,1,332.68,332.77,CO2,NA,NA,ppm
15-FEB-1977 15:00,1977,2,333.17,332.58,CO2,NA,NA,ppm
18-MAR-1977 00:42,1977,3,334.96,333.4,CO2,NA,NA,ppm
17-APR-1977 11:17,1977,4,336.14,333.54,CO2,NA,NA,ppm
17-MAY-1977 21:00,1977,5,336.93,333.99,CO2,NA,NA,ppm
17-JUN-1977 06:42,1977,6,336.17,333.79,CO2,NA,NA,ppm
17-JUL-1977 17:17,1977,7,334.89,334.01,CO2,NA,NA,ppm
17-AUG-1977 03:00,1977,8,332.56,333.91,CO2,NA,NA,ppm
16-SEP-1977 12:42,1977,9,331.29,334.36,CO2,NA,NA,ppm
16-OCT-1977 23:17,1977,10,331.28,334.51,CO2,NA,NA,ppm
16-NOV-1977 09:00,1977,11,332.46,334.68,CO2,NA,NA,ppm
16-DEC-1977 18:42,1977,12,333.6,334.58,CO2,NA,NA,ppm
16-JAN-1978 05:17,1978,1,334.94,335.01,CO2,NA,NA,ppm
15-FEB-1978 15:00,1978,2,335.26,334.6,CO2,NA,NA,ppm
18-MAR-1978 00:42,1978,3,336.66,335,CO2,NA,NA,ppm
17-APR-1978 11:17,1978,4,337.69,335.07,CO2,NA,NA,ppm
17-MAY-1978 21:00,1978,5,338.02,335.08,CO2,NA,NA,ppm
17-JUN-1978 06:42,1978,6,338.01,335.6,CO2,NA,NA,ppm
17-JUL-1978 17:17,1978,7,336.5,335.65,CO2,NA,NA,ppm
17-AUG-1978 03:00,1978,8,334.42,335.87,CO2,NA,NA,ppm
16-SEP-1978 12:42,1978,9,332.36,335.51,CO2,NA,NA,ppm
16-OCT-1978 23:17,1978,10,332.45,335.72,CO2,NA,NA,ppm
16-NOV-1978 09:00,1978,11,333.76,335.99,CO2,NA,NA,ppm
16-DEC-1978 18:42,1978,12,334.91,335.87,CO2,NA,NA,ppm
16-JAN-1979 05:17,1979,1,336.14,336.22,CO2,NA,NA,ppm
15-FEB-1979 15:00,1979,2,336.69,336,CO2,NA,NA,ppm
18-MAR-1979 00:42,1979,3,338.27,336.56,CO2,NA,NA,ppm
17-APR-1979 11:17,1979,4,338.82,336.11,CO2,NA,NA,ppm
17-MAY-1979 21:00,1979,5,339.24,336.24,CO2,NA,NA,ppm
17-JUN-1979 06:42,1979,6,339.26,336.83,CO2,NA,NA,ppm
17-JUL-1979 17:17,1979,7,337.54,336.69,CO2,NA,NA,ppm
17-AUG-1979 03:00,1979,8,335.72,337.2,CO2,NA,NA,ppm
16-SEP-1979 12:42,1979,9,333.97,337.19,CO2,NA,NA,ppm
16-OCT-1979 23:17,1979,10,334.24,337.57,CO2,NA,NA,ppm
16-NOV-1979 09:00,1979,11,335.32,337.59,CO2,NA,NA,ppm
16-DEC-1979 18:42,1979,12,336.81,337.83,CO2,NA,NA,ppm
16-JAN-1980 06:17,1980,1,337.9,338.13,CO2,NA,NA,ppm
15-FEB-1980 18:00,1980,2,338.34,337.85,CO2,NA,NA,ppm
17-MAR-1980 05:42,1980,3,340.07,338.51,CO2,NA,NA,ppm
16-APR-1980 18:17,1980,4,340.93,338.31,CO2,NA,NA,ppm
17-MAY-1980 06:00,1980,5,341.45,338.4,CO2,NA,NA,ppm
16-JUN-1980 17:42,1980,6,341.36,338.85,CO2,NA,NA,ppm
17-JUL-1980 06:17,1980,7,339.45,338.56,CO2,NA,NA,ppm
16-AUG-1980 18:00,1980,8,337.67,339.07,CO2,NA,NA,ppm
16-SEP-1980 05:42,1980,9,336.25,339.38,CO2,NA,NA,ppm
16-OCT-1980 18:17,1980,10,336.14,339.4,CO2,NA,NA,ppm
16-NOV-1980 06:00,1980,11,337.3,339.46,CO2,NA,NA,ppm
16-DEC-1980 17:42,1980,12,338.29,339.26,CO2,NA,NA,ppm
16-JAN-1981 05:17,1981,1,339.29,339.42,CO2,NA,NA,ppm
15-FEB-1981 15:00,1981,2,340.55,339.98,CO2,NA,NA,ppm
18-MAR-1981 00:42,1981,3,341.63,340.08,CO2,NA,NA,ppm
17-APR-1981 11:17,1981,4,342.6,339.98,CO2,NA,NA,ppm
17-MAY-1981 21:00,1981,5,343.03,339.97,CO2,NA,NA,ppm
17-JUN-1981 06:42,1981,6,342.54,340.06,CO2,NA,NA,ppm
17-JUL-1981 17:17,1981,7,340.82,339.92,CO2,NA,NA,ppm
17-AUG-1981 03:00,1981,8,338.48,339.87,CO2,NA,NA,ppm
16-SEP-1981 12:42,1981,9,336.95,340.17,CO2,NA,NA,ppm
16-OCT-1981 23:17,1981,10,337.05,340.39,CO2,NA,NA,ppm
16-NOV-1981 09:00,1981,11,338.57,340.75,CO2,NA,NA,ppm
16-DEC-1981 18:42,1981,12,339.91,340.85,CO2,NA,NA,ppm
16-JAN-1982 05:17,1982,1,340.93,341.09,CO2,NA,NA,ppm
15-FEB-1982 15:00,1982,2,341.76,341.16,CO2,NA,NA,ppm
18-MAR-1982 00:42,1982,3,342.77,341.17,CO2,NA,NA,ppm
17-APR-1982 11:17,1982,4,343.96,341.32,CO2,NA,NA,ppm
17-MAY-1982 21:00,1982,5,344.77,341.67,CO2,NA,NA,ppm
17-JUN-1982 06:42,1982,6,343.88,341.43,CO2,NA,NA,ppm
17-JUL-1982 17:17,1982,7,342.42,341.61,CO2,NA,NA,ppm
17-AUG-1982 03:00,1982,8,340.24,341.64,CO2,NA,NA,ppm
16-SEP-1982 12:42,1982,9,338.38,341.56,CO2,NA,NA,ppm
16-OCT-1982 23:17,1982,10,338.41,341.77,CO2,NA,NA,ppm
16-NOV-1982 09:00,1982,11,339.44,341.59,CO2,NA,NA,ppm
16-DEC-1982 18:42,1982,12,340.78,341.71,CO2,NA,NA,ppm
16-JAN-1983 05:17,1983,1,341.57,341.75,CO2,NA,NA,ppm
15-FEB-1983 15:00,1983,2,342.79,342.25,CO2,NA,NA,ppm
18-MAR-1983 00:42,1983,3,343.37,341.85,CO2,NA,NA,ppm
17-APR-1983 11:17,1983,4,345.39,342.76,CO2,NA,NA,ppm
17-MAY-1983 21:00,1983,5,346.14,342.97,CO2,NA,NA,ppm
17-JUN-1983 06:42,1983,6,345.76,343.3,CO2,NA,NA,ppm
17-JUL-1983 17:17,1983,7,344.32,343.56,CO2,NA,NA,ppm
17-AUG-1983 03:00,1983,8,342.51,343.89,CO2,NA,NA,ppm
16-SEP-1983 12:42,1983,9,340.46,343.59,CO2,NA,NA,ppm
16-OCT-1983 23:17,1983,10,340.53,343.86,CO2,NA,NA,ppm
16-NOV-1983 09:00,1983,11,341.79,343.92,CO2,NA,NA,ppm
16-DEC-1983 18:42,1983,12,343.2,344.12,CO2,NA,NA,ppm
16-JAN-1984 06:17,1984,1,344.21,344.32,CO2,NA,NA,ppm
15-FEB-1984 18:00,1984,2,344.92,344.39,CO2,NA,NA,ppm
17-MAR-1984 05:42,1984,3,345.68,344.26,CO2,NA,NA,ppm
16-APR-1984 18:17,1984,4,347.37,344.75,CO2,NA,NA,ppm
17-MAY-1984 06:00,1984,5,347.78,344.59,CO2,NA,NA,ppm
16-JUN-1984 17:42,1984,6,347.16,344.73,CO2,NA,NA,ppm
17-JUL-1984 06:17,1984,7,345.79,345.02,CO2,NA,NA,ppm
16-AUG-1984 18:00,1984,8,343.74,345.12,CO2,NA,NA,ppm
16-SEP-1984 05:42,1984,9,341.59,344.76,CO2,NA,NA,ppm
16-OCT-1984 18:17,1984,10,341.86,345.19,CO2,NA,NA,ppm
16-NOV-1984 06:00,1984,11,343.31,345.41,CO2,NA,NA,ppm
16-DEC-1984 17:42,1984,12,345,345.88,CO2,NA,NA,ppm
16-JAN-1985 05:17,1985,1,345.48,345.59,CO2,NA,NA,ppm
15-FEB-1985 15:00,1985,2,346.42,345.92,CO2,NA,NA,ppm
18-MAR-1985 00:42,1985,3,347.91,346.56,CO2,NA,NA,ppm
17-APR-1985 11:17,1985,4,348.66,346.08,CO2,NA,NA,ppm
17-MAY-1985 21:00,1985,5,349.28,346.12,CO2,NA,NA,ppm
17-JUN-1985 06:42,1985,6,348.65,346.23,CO2,NA,NA,ppm
17-JUL-1985 17:17,1985,7,346.9,346.08,CO2,NA,NA,ppm
17-AUG-1985 03:00,1985,8,345.26,346.57,CO2,NA,NA,ppm
16-SEP-1985 12:42,1985,9,343.47,346.59,CO2,NA,NA,ppm
16-OCT-1985 23:17,1985,10,343.35,346.6,CO2,NA,NA,ppm
16-NOV-1985 09:00,1985,11,344.73,346.82,CO2,NA,NA,ppm
16-DEC-1985 18:42,1985,12,346.12,347.04,CO2,NA,NA,ppm
16-JAN-1986 05:17,1986,1,346.78,346.82,CO2,NA,NA,ppm
15-FEB-1986 15:00,1986,2,347.48,346.98,CO2,NA,NA,ppm
18-MAR-1986 00:42,1986,3,348.25,346.93,CO2,NA,NA,ppm
17-APR-1986 11:17,1986,4,349.86,347.29,CO2,NA,NA,ppm
17-MAY-1986 21:00,1986,5,350.52,347.41,CO2,NA,NA,ppm
17-JUN-1986 06:42,1986,6,349.98,347.61,CO2,NA,NA,ppm
17-JUL-1986 17:17,1986,7,348.25,347.43,CO2,NA,NA,ppm
17-AUG-1986 03:00,1986,8,346.17,347.51,CO2,NA,NA,ppm
16-SEP-1986 12:42,1986,9,345.48,348.62,CO2,NA,NA,ppm
16-OCT-1986 23:17,1986,10,344.82,348.04,CO2,NA,NA,ppm
16-NOV-1986 09:00,1986,11,346.22,348.28,CO2,NA,NA,ppm
16-DEC-1986 18:42,1986,12,347.49,348.36,CO2,NA,NA,ppm
16-JAN-1987 05:17,1987,1,348.73,348.66,CO2,NA,NA,ppm
15-FEB-1987 15:00,1987,2,348.92,348.24,CO2,NA,NA,ppm
18-MAR-1987 00:42,1987,3,349.81,348.39,CO2,NA,NA,ppm
